,Answer,inn_act,novelty,inn_prod,size,climate,age,competition,technologe_acq,RD,market,novelty_tech,marketing_inn,organizational_inn,main_ag,Int_property,boss_experience,papers,wifi,MBA,passport,mortgage,green,Type
560,0,0.0,0.0,0.0,4.0,2.0,28.0,4,0,0.0,2,0.0,1.0,0,1.0,0,0,72,1,0,80.4,5.7,2,4
561,1,1.0,0.23,0.11,1.0,10.0,69.0,4,1,0.28,2,8.78,1.0,1,1.0,0,1,81,0,0,26.5,0.6,2,1
562,1,0.0,0.0,0.0,3.0,7.0,66.0,3,0,0.15,1,0.0,0.0,0,1.0,0,0,91,1,0,11.1,10.6,1,2
563,0,0.0,0.0,0.0,9.0,4.0,33.0,3,0,0.45,1,0.0,0.0,0,1.0,1,0,0,0,0,42.2,10.5,2,4
564,1,1.0,0.33,0.78,2.0,6.0,52.0,2,0,0.28,2,24.61,0.0,1,2.0,0,1,0,0,0,35.8,17.6,1,1
565,1,0.0,0.0,0.0,7.0,6.0,69.0,2,0,0.25,2,0.0,0.0,0,1.0,0,0,0,0,0,20.1,10.6,1,2
566,1,1.0,0.17,0.48,7.0,7.0,65.0,3,1,0.26,4,7.82,1.0,0,1.0,0,1,32,0,0,25.1,11.0,1,1
567,1,1.0,0.31,0.86,4.0,6.0,30.0,3,0,0.66,1,58.45,1.0,0,1.0,0,1,0,0,0,12.3,12.2,1,1
568,1,0.0,0.0,0.0,4.0,4.0,59.0,3,0,0.07,1,0.0,0.0,0,1.0,1,0,0,0,0,35.5,6.8,2,2
569,1,1.0,0.22,0.77,3.0,1.0,37.0,2,0,0.64,1,9.95,1.0,1,2.0,0,1,36,0,0,26.6,3.8,1,1
570,1,1.0,0.31,0.22,1.0,10.0,32.0,4,0,0.36,1,14.35,0.0,0,3.0,1,1,0,0,0,41.6,3.4,2,1
571,0,0.0,0.0,0.0,2.0,4.0,24.0,3,0,0.3,2,0.0,0.0,0,1.0,1,0,0,0,0,74.8,11.2,2,4
572,0,0.0,0.0,0.0,1.0,6.0,65.0,1,0,0.0,1,0.0,0.0,1,1.0,0,0,0,0,0,58.6,10.8,2,4
573,0,0.0,0.0,0.0,5.0,4.0,40.0,1,1,0.0,2,0.0,0.0,1,1.0,1,0,5,0,0,45.6,0.2,1,4
574,1,1.0,0.16,0.66,6.0,8.0,54.0,2,0,0.47,2,51.48,0.0,1,1.0,1,1,39,0,0,26.7,2.0,2,1
575,0,1.0,0.14,0.28,1.0,2.0,42.0,3,0,0.45,2,6.88,1.0,1,1.0,0,1,0,0,0,46.9,13.1,1,3
576,1,1.0,0.03,0.8,5.0,7.0,62.0,3,1,0.31,2,7.64,0.0,0,1.0,0,1,50,0,0,8.9,0.5,1,1
577,1,1.0,0.16,0.32,1.0,8.0,23.0,2,1,0.45,1,34.26,1.0,0,1.0,0,1,0,1,0,44.8,9.4,1,1
578,0,0.0,0.0,0.0,2.0,9.0,60.0,5,0,0.0,1,0.0,0.0,0,1.0,1,0,0,0,0,58.3,15.6,1,4
579,1,0.0,0.0,0.0,4.0,5.0,67.0,3,1,0.3,2,0.0,1.0,1,1.0,1,0,66,1,0,22.3,14.0,1,2
580,1,1.0,0.2,0.19,2.0,7.0,31.0,2,1,0.37,1,49.2,1.0,1,2.0,0,1,0,0,0,22.5,10.4,1,1
581,1,0.0,0.0,0.0,8.0,10.0,66.0,2,1,0.19,1,0.0,0.0,0,1.0,1,0,70,0,0,15.8,9.0,1,2
582,0,0.0,0.0,0.0,2.0,4.0,40.0,1,0,0.07,1,0.0,0.0,1,1.0,1,0,118,1,0,35.3,9.8,1,4
583,0,0.0,0.0,0.0,9.0,0.0,33.0,4,0,0.37,1,0.0,0.0,1,1.0,1,0,0,0,1,79.9,16.0,2,4
584,1,1.0,0.43,0.05,2.0,9.0,61.0,4,1,0.61,1,71.15,0.0,1,1.0,0,1,42,0,0,8.6,12.6,1,1
585,0,1.0,0.1,0.59,8.0,9.0,66.0,5,0,0.25,2,13.75,0.0,1,1.0,0,1,0,1,0,38.1,0.4,2,3
586,1,0.0,0.0,0.0,7.0,4.0,49.0,3,0,0.44,2,0.0,1.0,0,1.0,0,0,21,0,0,11.2,8.2,2,2
587,1,1.0,0.11,0.59,7.0,10.0,69.0,3,0,0.11,1,29.54,0.0,1,1.0,1,1,0,1,0,34.4,2.0,1,1
588,1,1.0,0.69,0.25,1.0,10.0,29.0,2,0,0.21,1,32.82,1.0,0,2.0,1,1,0,1,0,25.8,1.7,1,1
589,1,1.0,0.22,0.5,3.0,2.0,38.0,2,1,0.17,2,26.34,0.0,1,5.0,1,1,0,1,0,35.2,9.1,3,1
590,0,0.0,0.0,0.0,3.0,7.0,70.0,2,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,34.4,3.3,2,4
591,1,1.0,0.23,0.31,2.0,6.0,47.0,3,1,0.18,1,47.41,1.0,0,1.0,0,1,66,0,0,8.7,14.7,1,1
592,0,1.0,0.05,0.43,6.0,8.0,32.0,2,1,0.61,2,5.19,1.0,1,1.0,0,1,0,1,0,65.8,10.4,2,3
593,0,0.0,0.0,0.0,7.0,4.0,58.0,3,0,0.08,1,0.0,0.0,0,1.0,1,0,66,0,0,32.6,17.0,2,4
594,1,1.0,0.28,0.19,1.0,3.0,51.0,2,0,0.05,1,65.88,0.0,0,4.0,1,1,93,0,0,33.7,1.9,5,1
595,0,0.0,0.0,0.0,1.0,3.0,55.0,2,0,0.23,1,0.0,1.0,0,1.0,0,0,79,0,0,45.1,16.9,1,4
596,0,1.0,0.01,0.35,6.0,5.0,34.0,2,0,0.64,2,0.38,0.0,1,1.0,0,1,119,0,0,44.2,18.8,1,3
597,1,1.0,0.08,0.45,6.0,8.0,43.0,5,0,0.18,3,7.67,1.0,1,1.0,1,1,0,0,0,5.5,11.1,2,1
598,1,1.0,0.4,0.69,3.0,6.0,47.0,3,0,0.38,2,49.85,0.0,0,1.0,1,1,0,1,0,39.4,17.7,2,1
599,0,1.0,0.07,0.72,6.0,2.0,32.0,5,0,0.11,2,0.65,1.0,0,1.0,0,1,97,0,0,43.3,8.0,2,3
600,0,0.0,0.0,0.0,8.0,2.0,62.0,5,0,0.0,2,0.0,1.0,0,1.0,1,0,115,1,0,46.5,0.5,2,4
601,1,1.0,0.2,0.08,1.0,9.0,26.0,4,1,0.32,1,59.55,0.0,1,1.0,1,1,28,0,0,30.1,5.0,2,1
602,0,1.0,0.1,0.92,8.0,6.0,47.0,5,0,0.32,2,39.85,0.0,1,1.0,0,1,0,1,0,51.3,1.7,1,3
603,1,0.0,0.0,0.0,1.0,6.0,57.0,3,0,0.35,2,0.0,1.0,0,1.0,0,0,0,0,0,39.3,15.0,1,2
604,1,1.0,0.43,0.25,2.0,10.0,30.0,4,0,0.58,2,36.0,1.0,0,1.0,0,1,0,0,0,21.5,6.4,2,1
605,1,1.0,0.05,0.87,5.0,10.0,46.0,2,1,0.59,1,48.88,1.0,1,1.0,0,1,28,0,0,24.5,14.6,2,1
606,0,1.0,0.09,0.58,6.0,2.0,69.0,1,0,0.05,1,38.62,1.0,0,1.0,0,1,0,0,0,58.6,7.0,2,3
607,0,0.0,0.0,0.0,2.0,3.0,33.0,3,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,0,51.7,3.4,2,4
608,0,0.0,0.0,0.0,3.0,8.0,57.0,1,0,0.0,1,0.0,0.0,0,1.0,0,0,0,1,0,62.7,5.1,1,4
609,0,0.0,0.0,0.0,5.0,2.0,46.0,1,0,0.06,1,0.0,0.0,0,1.0,1,0,0,1,0,46.1,9.9,1,4
610,0,1.0,0.12,0.31,1.0,8.0,57.0,1,0,0.27,1,35.3,1.0,0,1.0,0,1,78,0,0,37.6,9.5,1,3
611,0,0.0,0.0,0.0,9.0,1.0,25.0,1,0,0.4,2,0.0,0.0,0,1.0,0,0,0,0,0,33.7,15.3,2,4
612,0,0.0,0.0,0.0,1.0,1.0,55.0,2,0,0.0,1,0.0,0.0,0,1.0,0,0,132,0,0,63.1,16.6,1,4
613,1,1.0,0.35,0.88,3.0,9.0,62.0,2,1,0.17,1,32.43,1.0,0,1.0,0,1,0,0,0,15.6,15.8,2,1
614,1,0.0,0.0,0.0,3.0,8.0,32.0,5,1,0.25,2,0.0,1.0,0,1.0,1,0,70,0,0,29.5,16.5,2,2
615,1,1.0,0.37,0.26,3.0,7.0,65.0,2,0,0.41,1,34.59,1.0,1,1.0,0,1,0,1,0,29.3,13.1,2,1
616,0,1.0,0.12,0.45,8.0,10.0,64.0,1,0,0.4,1,22.11,0.0,0,1.0,0,1,0,1,1,68.2,5.0,1,3
617,1,1.0,0.04,0.37,7.0,10.0,69.0,3,1,0.05,5,28.04,1.0,1,2.0,1,1,60,0,0,13.2,8.6,2,1
618,0,1.0,0.06,0.63,9.0,4.0,24.0,2,0,0.35,2,0.66,0.0,1,1.0,0,1,0,0,0,52.1,14.4,1,3
619,1,0.0,0.0,0.0,7.0,7.0,69.0,3,1,0.58,1,0.0,1.0,0,1.0,1,0,89,0,0,33.0,9.5,2,2
620,1,1.0,0.37,0.16,3.0,3.0,54.0,4,1,0.29,1,40.31,1.0,0,5.0,0,1,12,0,0,16.1,6.3,4,1
621,0,0.0,0.0,0.0,8.0,0.0,54.0,2,0,0.0,1,0.0,0.0,0,1.0,0,0,80,0,0,61.3,11.2,1,4
622,1,0.0,0.0,0.0,9.0,3.0,27.0,3,0,0.26,1,0.0,0.0,0,1.0,0,0,83,0,0,22.3,10.8,2,2
623,1,1.0,0.11,0.76,8.0,8.0,69.0,4,0,0.4,5,35.66,1.0,1,1.0,0,1,29,1,0,12.9,1.2,2,1
624,1,1.0,0.3,0.55,3.0,7.0,43.0,3,0,0.48,1,65.78,0.0,1,1.0,1,1,0,0,0,47.2,8.9,1,1
625,0,1.0,0.01,0.82,8.0,9.0,49.0,5,0,0.51,2,25.34,1.0,0,1.0,1,1,0,0,0,37.8,16.9,2,3
626,0,0.0,0.0,0.0,9.0,0.0,40.0,4,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,55.4,10.3,1,4
627,1,0.0,0.0,0.0,4.0,5.0,34.0,3,0,0.48,1,0.0,1.0,0,1.0,0,0,50,0,0,21.2,2.2,1,2
628,0,1.0,0.2,0.45,1.0,0.0,30.0,2,0,0.58,2,0.36,1.0,1,1.0,0,1,0,0,0,76.8,3.3,1,3
629,0,1.0,0.08,0.05,9.0,10.0,68.0,1,0,0.08,1,7.06,1.0,0,1.0,0,1,0,1,0,43.5,7.3,2,3
630,1,1.0,0.24,0.68,6.0,7.0,49.0,2,0,0.53,1,19.49,1.0,1,1.0,1,1,110,0,0,41.4,1.3,1,1
631,1,0.0,0.0,0.0,6.0,4.0,32.0,2,1,0.41,2,0.0,1.0,1,1.0,0,0,80,1,0,27.8,14.5,1,2
632,1,1.0,0.15,0.46,1.0,8.0,54.0,3,0,0.32,2,9.85,1.0,1,1.0,0,1,0,0,0,7.4,9.3,1,1
633,1,1.0,0.48,0.35,2.0,10.0,59.0,2,0,0.6,1,27.03,0.0,0,1.0,1,1,41,1,0,20.1,15.8,1,1
634,1,0.0,0.0,0.0,4.0,5.0,27.0,3,0,0.65,1,0.0,0.0,0,1.0,0,0,0,0,0,44.5,17.7,2,2
635,0,0.0,0.0,0.0,5.0,2.0,62.0,2,0,0.31,2,0.0,0.0,0,1.0,1,0,0,0,0,52.1,3.0,1,4
636,1,1.0,0.29,0.69,3.0,9.0,28.0,4,1,0.62,1,67.26,0.0,1,1.0,0,1,0,0,0,24.9,4.0,1,1
637,0,0.0,0.0,0.0,3.0,0.0,32.0,1,0,0.14,1,0.0,0.0,0,1.0,1,0,7,1,0,39.8,13.3,1,4
638,1,1.0,0.05,0.63,6.0,1.0,47.0,2,1,0.08,2,13.49,1.0,0,1.0,0,1,0,0,0,23.7,10.3,1,1
639,0,0.0,0.0,0.0,5.0,3.0,44.0,4,0,0.36,1,0.0,0.0,0,1.0,1,0,58,0,0,65.0,16.3,2,4
640,0,0.0,0.0,0.0,7.0,2.0,55.0,4,0,0.07,2,0.0,0.0,0,1.0,1,0,0,0,0,64.3,7.5,2,4
641,0,0.0,0.0,0.0,7.0,1.0,58.0,4,0,0.03,2,0.0,0.0,0,1.0,1,0,89,1,0,56.9,17.7,1,4
642,0,0.0,0.0,0.0,6.0,2.0,57.0,2,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,56.0,6.6,2,4
643,1,1.0,0.16,0.12,2.0,10.0,63.0,4,0,0.34,2,2.65,1.0,0,1.0,0,1,91,0,0,35.9,8.6,1,1
644,1,1.0,0.09,0.84,9.0,6.0,64.0,1,0,0.51,3,0.21,1.0,0,1.0,1,1,0,1,0,27.2,13.2,2,1
645,1,1.0,0.08,0.78,8.0,10.0,57.0,3,0,0.17,1,71.92,1.0,0,1.0,0,1,65,0,0,20.3,18.1,1,1
646,1,1.0,0.25,0.77,3.0,10.0,28.0,3,1,0.1,1,5.63,1.0,1,1.0,0,1,115,0,0,10.5,10.7,1,1
647,1,1.0,0.17,0.17,1.0,9.0,48.0,2,0,0.55,2,22.33,1.0,0,1.0,0,1,55,0,0,38.8,15.0,1,1
648,1,1.0,0.23,0.86,3.0,7.0,51.0,2,0,0.15,1,36.53,1.0,0,1.0,0,1,78,0,1,12.0,18.1,1,1
649,0,1.0,0.06,0.44,5.0,3.0,31.0,2,1,0.49,1,17.47,0.0,1,1.0,0,1,0,0,0,24.5,8.7,1,3
650,0,0.0,0.0,0.0,2.0,4.0,46.0,3,0,0.0,1,0.0,0.0,0,1.0,0,0,0,0,0,62.3,15.2,2,4
651,0,1.0,0.03,0.61,7.0,8.0,48.0,1,0,0.43,1,39.94,0.0,1,1.0,0,1,0,1,0,35.2,8.4,2,3
652,0,1.0,0.09,0.8,8.0,1.0,65.0,1,0,0.22,1,0.11,0.0,0,1.0,0,1,102,0,0,57.7,2.9,1,3
653,1,1.0,0.15,0.66,6.0,10.0,61.0,2,1,0.45,2,65.66,1.0,1,3.0,1,1,0,0,0,27.9,6.6,3,1
654,0,1.0,0.17,0.76,8.0,4.0,52.0,1,0,0.61,2,25.77,0.0,1,1.0,0,1,0,0,0,71.7,9.1,1,3
655,1,1.0,0.07,0.34,9.0,1.0,59.0,4,0,0.42,3,19.62,1.0,1,2.0,0,1,111,0,0,27.1,3.9,1,1
656,1,0.0,0.0,0.0,2.0,9.0,30.0,3,1,0.6,1,0.0,0.0,0,1.0,0,0,0,0,0,20.1,1.9,1,2
657,1,1.0,0.39,0.63,3.0,6.0,68.0,3,0,0.66,1,10.54,1.0,0,1.0,1,1,0,0,0,14.5,18.3,2,1
658,1,0.0,0.0,0.0,6.0,1.0,42.0,3,1,0.51,1,0.0,0.0,1,1.0,1,0,75,0,0,5.9,5.8,2,2
659,0,0.0,0.0,0.0,6.0,3.0,55.0,5,0,0.01,1,0.0,1.0,0,1.0,1,0,68,0,0,57.5,18.3,1,4
660,0,0.0,0.0,0.0,7.0,2.0,61.0,1,0,0.31,2,0.0,1.0,0,1.0,1,0,105,0,0,63.0,1.3,2,4
661,0,1.0,0.08,0.09,6.0,7.0,33.0,1,0,0.63,1,53.08,1.0,0,1.0,0,1,118,0,0,38.1,1.1,1,3
662,1,1.0,0.44,0.36,2.0,7.0,67.0,2,1,0.19,2,57.91,1.0,1,1.0,0,1,0,0,0,33.9,0.2,1,1
663,0,0.0,0.0,0.0,1.0,3.0,51.0,2,0,0.46,2,0.0,0.0,0,1.0,0,0,0,1,0,49.0,9.7,2,4
664,0,1.0,0.06,0.69,7.0,4.0,48.0,5,0,0.17,2,31.34,1.0,0,1.0,0,1,5,0,0,55.0,18.0,2,3
665,1,1.0,0.25,0.79,3.0,9.0,69.0,4,1,0.61,1,25.21,1.0,1,1.0,0,1,105,0,0,10.4,11.8,2,1
666,1,1.0,0.12,0.19,3.0,6.0,50.0,3,0,0.05,2,2.44,1.0,1,5.0,1,1,0,0,0,17.9,5.4,5,1
667,1,1.0,0.11,0.1,1.0,6.0,39.0,4,1,0.46,1,24.5,1.0,0,1.0,1,1,73,1,0,27.7,8.3,1,1
668,0,0.0,0.0,0.0,9.0,1.0,57.0,4,0,0.14,2,0.0,0.0,0,1.0,1,0,17,0,0,33.2,7.6,1,4
669,1,1.0,0.11,0.22,2.0,10.0,67.0,2,0,0.37,2,0.76,1.0,1,1.0,1,1,26,1,0,18.1,14.1,1,1
670,0,0.0,0.0,0.0,4.0,0.0,59.0,1,0,0.0,2,0.0,1.0,0,1.0,0,0,32,0,0,34.2,15.9,1,4
671,1,1.0,0.35,0.64,3.0,8.0,53.0,4,1,0.27,1,42.46,1.0,1,1.0,0,1,0,0,0,12.4,1.4,1,1
672,0,0.0,0.0,0.0,7.0,4.0,57.0,5,0,0.32,1,0.0,0.0,1,1.0,0,0,70,0,0,52.8,17.4,2,4
673,0,0.0,0.0,0.0,1.0,5.0,43.0,3,0,0.27,1,0.0,0.0,0,1.0,1,0,0,0,1,63.9,1.7,2,4
674,0,0.0,0.0,0.0,8.0,4.0,59.0,3,0,0.18,2,0.0,0.0,0,1.0,1,0,0,1,0,39.2,5.4,1,4
675,0,0.0,0.0,0.0,3.0,7.0,66.0,5,0,0.0,2,0.0,0.0,1,1.0,0,0,0,0,0,55.2,13.3,1,4
676,0,1.0,0.04,0.03,7.0,4.0,58.0,1,0,0.23,2,23.6,1.0,0,1.0,0,1,0,1,0,48.1,16.1,1,3
677,0,1.0,0.01,0.47,6.0,9.0,29.0,2,0,0.39,1,13.99,0.0,0,1.0,0,1,0,0,0,56.2,10.3,1,3
678,1,0.0,0.0,0.0,3.0,1.0,39.0,3,0,0.47,1,0.0,0.0,0,1.0,0,0,0,0,0,39.0,4.1,1,2
679,0,0.0,0.0,0.0,3.0,3.0,45.0,3,0,0.28,1,0.0,0.0,0,1.0,1,0,28,0,1,75.1,13.3,1,4
680,0,0.0,0.0,0.0,5.0,9.0,34.0,4,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,0,66.2,1.0,2,4
681,1,1.0,0.52,0.64,6.0,1.0,25.0,3,1,0.14,2,14.71,0.0,0,2.0,1,1,38,0,1,21.6,15.8,2,1
682,0,0.0,0.0,0.0,2.0,3.0,30.0,5,0,0.19,2,0.0,0.0,0,1.0,0,0,0,0,0,37.5,6.4,1,4
683,0,0.0,0.0,0.0,5.0,4.0,44.0,5,0,0.23,1,0.0,1.0,0,1.0,1,0,9,1,0,55.2,0.7,2,4
684,0,0.0,0.0,0.0,7.0,8.0,66.0,3,0,0.0,2,0.0,0.0,1,1.0,1,0,9,1,0,67.7,9.1,1,4
685,1,0.0,0.0,0.0,7.0,5.0,48.0,3,1,0.32,1,0.0,0.0,0,1.0,0,0,0,0,0,28.0,15.4,2,2
686,0,1.0,0.13,0.29,2.0,1.0,55.0,3,0,0.52,2,42.2,1.0,0,1.0,0,1,73,0,0,61.6,6.5,2,3
687,1,1.0,0.38,0.42,2.0,3.0,65.0,4,0,0.57,1,38.83,1.0,1,3.0,1,1,0,0,0,45.4,0.2,2,1
688,0,0.0,0.0,0.0,2.0,1.0,56.0,1,0,0.01,1,0.0,0.0,0,1.0,1,0,29,0,0,42.0,7.5,1,4
689,0,1.0,0.09,0.05,9.0,0.0,70.0,3,0,0.59,1,55.94,1.0,0,1.0,1,1,0,0,0,48.5,3.5,1,3
690,1,1.0,0.05,0.9,8.0,9.0,48.0,3,1,0.07,3,12.33,0.0,0,1.0,0,1,70,0,0,31.6,5.0,2,1
691,0,0.0,0.0,0.0,3.0,4.0,35.0,4,0,0.4,1,0.0,0.0,0,1.0,1,0,85,0,0,61.5,2.1,1,4
692,0,0.0,0.0,0.0,5.0,10.0,23.0,1,0,0.0,2,0.0,0.0,0,1.0,1,0,25,0,0,64.9,10.1,1,4
693,0,1.0,0.09,0.1,1.0,4.0,42.0,2,0,0.34,2,60.66,1.0,1,1.0,0,1,48,0,0,41.8,4.7,1,3
694,1,1.0,0.25,0.45,1.0,7.0,29.0,4,1,0.34,2,29.17,1.0,1,1.0,0,1,0,0,0,30.4,9.1,1,1
695,0,0.0,0.0,0.0,1.0,3.0,59.0,4,0,0.27,2,0.0,0.0,1,1.0,1,0,77,0,0,74.7,0.8,1,4
696,1,0.0,0.0,0.0,5.0,7.0,23.0,2,0,0.44,2,0.0,0.0,0,1.0,1,0,67,0,0,44.5,4.9,2,2
697,1,1.0,0.46,0.84,4.0,10.0,67.0,4,0,0.46,5,26.26,1.0,0,1.0,1,1,0,1,0,47.8,11.0,2,1
698,1,0.0,0.0,0.0,3.0,9.0,32.0,3,1,0.05,2,0.0,1.0,0,1.0,0,0,0,0,1,29.1,4.7,1,2
699,1,1.0,0.72,0.93,3.0,6.0,38.0,4,0,0.3,1,40.12,0.0,0,1.0,1,1,0,0,1,13.4,3.9,2,1
700,0,1.0,0.04,0.1,9.0,2.0,31.0,5,0,0.41,1,0.71,1.0,1,1.0,0,1,17,0,0,59.2,11.6,1,3
701,1,1.0,0.35,0.32,3.0,8.0,56.0,4,0,0.25,2,17.51,0.0,0,1.0,1,1,0,0,0,19.8,3.5,1,1
702,0,0.0,0.0,0.0,1.0,1.0,23.0,1,0,0.18,2,0.0,0.0,0,1.0,1,0,75,0,0,34.3,3.5,2,4
703,1,1.0,0.51,0.83,3.0,7.0,70.0,4,0,0.19,2,34.69,0.0,1,1.0,1,1,48,0,0,20.8,16.7,2,1
704,0,1.0,0.09,0.83,7.0,4.0,53.0,1,0,0.42,2,64.06,0.0,0,1.0,0,1,0,0,0,36.8,1.8,1,3
705,0,0.0,0.0,0.0,7.0,1.0,48.0,3,0,0.2,1,0.0,1.0,0,1.0,0,0,0,0,1,73.6,7.5,1,4
706,0,0.0,0.0,0.0,7.0,3.0,48.0,2,0,0.0,2,0.0,0.0,0,1.0,1,0,0,0,1,36.8,7.5,2,4
707,1,0.0,0.0,0.0,1.0,6.0,59.0,2,0,0.51,1,0.0,1.0,1,1.0,0,0,0,0,1,17.6,12.7,1,2
708,0,0.0,0.0,0.0,5.0,3.0,28.0,1,0,0.31,2,0.0,0.0,0,1.0,1,0,0,1,0,36.5,18.5,1,4
709,0,0.0,0.0,0.0,5.0,3.0,48.0,5,0,0.0,2,0.0,1.0,0,1.0,0,0,32,0,0,69.9,2.4,1,4
710,0,0.0,0.0,0.0,9.0,3.0,49.0,4,0,0.0,1,0.0,0.0,0,1.0,1,0,106,0,0,60.1,17.6,2,4
711,1,1.0,0.3,0.42,3.0,6.0,67.0,2,1,0.42,1,67.99,1.0,0,2.0,1,1,28,0,0,14.7,12.7,1,1
712,1,1.0,0.19,0.83,4.0,8.0,47.0,4,1,0.26,4,38.58,0.0,0,1.0,0,1,0,0,0,5.9,12.9,1,1
713,0,1.0,0.03,0.83,6.0,10.0,23.0,2,0,0.64,2,27.76,1.0,0,1.0,1,1,43,0,0,32.5,2.9,1,3
714,0,1.0,0.08,0.17,9.0,2.0,30.0,4,0,0.45,2,41.23,0.0,1,1.0,0,1,24,0,0,29.4,14.2,1,3
715,1,1.0,0.29,0.07,1.0,6.0,31.0,4,0,0.4,1,19.35,0.0,1,3.0,1,1,77,0,0,28.4,17.2,3,1
716,0,0.0,0.0,0.0,5.0,2.0,69.0,5,0,0.31,2,0.0,0.0,1,1.0,0,0,68,0,0,45.4,4.9,2,4
717,1,1.0,0.16,0.34,2.0,5.0,59.0,2,1,0.36,1,37.49,1.0,1,2.0,1,1,0,0,0,16.3,9.0,2,1
718,1,1.0,0.23,0.45,1.0,10.0,54.0,2,1,0.24,2,21.59,1.0,1,1.0,0,1,13,0,0,9.9,5.7,1,1
719,0,0.0,0.0,0.0,9.0,1.0,27.0,4,0,0.23,1,0.0,0.0,0,1.0,1,0,64,0,0,44.1,11.9,1,4
720,1,0.0,0.0,0.0,1.0,8.0,56.0,3,1,0.63,2,0.0,1.0,0,1.0,0,0,0,0,1,19.9,15.7,2,2
721,1,0.0,0.0,0.0,7.0,5.0,49.0,3,0,0.32,2,0.0,1.0,0,1.0,0,0,0,0,0,32.3,0.8,1,2
722,0,0.0,0.0,0.0,7.0,4.0,58.0,2,0,0.38,2,0.0,0.0,0,1.0,0,0,51,0,0,59.5,5.4,1,4
723,0,0.0,0.0,0.0,9.0,1.0,47.0,1,0,0.38,2,0.0,0.0,0,1.0,1,0,71,0,0,40.5,5.5,1,4
724,0,1.0,0.19,0.48,3.0,2.0,48.0,5,0,0.04,2,0.1,1.0,0,1.0,0,1,0,0,0,63.3,8.1,1,3
725,0,0.0,0.0,0.0,9.0,1.0,45.0,1,0,0.0,2,0.0,0.0,1,1.0,1,0,0,0,0,61.3,9.4,1,4
726,0,0.0,0.0,0.0,2.0,6.0,31.0,1,0,0.12,2,0.0,0.0,0,1.0,1,0,125,0,0,37.4,3.4,2,4
727,0,1.0,0.04,0.69,8.0,0.0,55.0,2,0,0.18,2,0.7,1.0,1,1.0,0,1,75,0,0,52.3,5.0,1,3
728,0,0.0,0.0,0.0,2.0,6.0,61.0,5,1,0.0,1,0.0,1.0,1,1.0,0,0,0,0,0,52.4,1.0,2,4
729,0,0.0,0.0,0.0,2.0,10.0,70.0,5,0,0.24,1,0.0,0.0,0,1.0,1,0,100,0,0,51.7,16.8,2,4
730,0,0.0,0.0,0.0,6.0,4.0,56.0,4,0,0.21,2,0.0,1.0,1,1.0,0,0,0,0,1,48.7,14.3,1,4
731,0,0.0,0.0,0.0,2.0,0.0,62.0,1,0,0.3,2,0.0,1.0,0,1.0,1,0,131,0,0,52.4,7.7,2,4
732,1,1.0,0.28,0.85,3.0,8.0,50.0,4,1,0.52,1,15.9,0.0,0,3.0,0,1,67,1,0,6.0,13.6,3,1
733,0,0.0,0.0,0.0,4.0,1.0,35.0,5,0,0.01,1,0.0,1.0,0,1.0,0,0,0,0,0,43.3,17.7,1,4
734,1,1.0,0.19,0.81,2.0,8.0,65.0,3,1,0.14,2,68.2,1.0,0,2.0,0,1,0,0,0,10.2,0.1,2,1
735,1,1.0,0.17,0.29,2.0,7.0,66.0,4,0,0.5,1,13.55,1.0,0,5.0,0,1,126,0,0,17.1,6.9,4,1
736,0,0.0,0.0,0.0,9.0,0.0,40.0,1,0,0.2,2,0.0,0.0,0,1.0,0,0,118,1,0,64.7,7.4,1,4
737,1,1.0,0.55,0.7,4.0,10.0,63.0,3,0,0.31,5,59.83,0.0,1,1.0,1,1,0,0,0,22.2,4.2,1,1
738,0,0.0,0.0,0.0,1.0,4.0,38.0,1,0,0.0,1,0.0,1.0,0,1.0,1,0,0,0,0,68.9,16.1,1,4
739,1,1.0,0.03,0.82,7.0,9.0,55.0,3,1,0.57,5,17.04,0.0,0,1.0,0,1,0,1,0,34.5,7.2,1,1
740,1,1.0,0.12,0.46,2.0,10.0,55.0,2,0,0.53,1,48.53,0.0,1,1.0,1,1,46,0,0,36.4,8.5,1,1
741,0,0.0,0.0,0.0,4.0,5.0,31.0,5,0,0.33,1,0.0,0.0,1,1.0,0,0,131,1,0,62.5,18.4,1,4
742,1,1.0,0.55,0.37,3.0,8.0,43.0,3,1,0.37,2,57.06,0.0,1,1.0,0,1,122,0,0,6.0,18.5,2,1
743,0,0.0,0.0,0.0,2.0,8.0,57.0,2,0,0.0,2,0.0,0.0,0,1.0,0,0,0,0,0,31.9,2.2,1,4
744,0,0.0,0.0,0.0,1.0,2.0,26.0,1,0,0.0,1,0.0,0.0,1,1.0,1,0,2,0,0,45.1,10.2,1,4
745,0,1.0,0.07,0.09,5.0,10.0,35.0,1,0,0.4,1,0.58,1.0,1,1.0,0,1,0,1,0,39.7,10.7,2,3
746,0,0.0,0.0,0.0,7.0,3.0,56.0,3,0,0.0,2,0.0,0.0,0,1.0,1,0,0,1,0,69.1,0.3,2,4
